event,run,cluster_size
42980,1002,3,35.7859
43002,1002,4,34.9717
43025,1002,3,32.6003
43030,1002,2,27.9692
43052,1002,3,43.3669
43137,1002,6,42.1073
43219,1002,5,29.9543
43494,1002,8,41.0003
43497,1002,5,29.9977
43551,1002,3,42.1843
43596,1002,3,22.907
43624,1002,7,27.6147
43667,1002,6,40.6948
43726,1002,2,31.608
43766,1002,5,37.9274
43770,1002,4,39.0403
43781,1002,4,36.2803
43789,1002,4,34.8871
43820,1002,5,37.9733
43863,1002,7,38.9137
43885,1002,4,38.5101
43947,1002,3,26.5398
44043,1002,5,39.5229
44232,1002,3,33.3848
44260,1002,3,33.5427
44296,1002,4,34.5171
44328,1002,4,40.5649
44614,1002,3,29.2914
44688,1002,9,35.1407
44772,1002,7,27.7959
44811,1002,3,39.9523
44814,1002,3,25.0128
44910,1002,5,45.3069
45000,1002,4,40.3789
45096,1002,5,35.4895
45108,1002,5,36.2111
45178,1002,5,31.6966
45416,1002,4,33.7319
45470,1002,4,41.99
45563,1002,6,36.9161
45679,1002,4,37.7455
45815,1002,3,40.5347
45846,1002,3,35.2063
45852,1002,4,32.7657
45888,1002,4,16.4196
45910,1002,7,36.331
46014,1002,3,27.7447
46134,1002,4,34.9254
46282,1002,4,31.5318
46287,1002,8,38.2045
46291,1002,4,44.9257
46311,1002,4,44.1689
46317,1002,4,20.6304
46327,1002,4,43.9875
46371,1002,6,37.0251
46403,1002,3,23.3531
46418,1002,3,32.661
46542,1002,6,40.3768
46552,1002,4,34.1428
46558,1002,6,38.7582
46695,1002,6,36.8464
46834,1002,3,37.9704
47002,1002,4,32.1793
47290,1002,6,38.0113
47379,1002,5,30.164
47402,1002,7,42.9351
47409,1002,7,36.6125
47423,1002,8,33.7176
47473,1002,7,31.7533
47509,1002,2,29.4281
47526,1002,6,40.5676
47544,1002,3,29.4786
47608,1002,4,35.7658
47802,1002,6,25.1228
47802,1002,6,12.6921
47855,1002,3,40.4598
47873,1002,5,38.2586
47889,1002,2,32.5271
47905,1002,6,39.0092
47983,1002,6,46.6834
48017,1002,7,31.0238
48089,1002,3,42.7938
48154,1002,4,34.1566
48286,1002,7,35.5915
48364,1002,1,17.6154
48427,1002,2,46.5527
48622,1002,4,36.4815
48864,1002,4,43.5738
48934,1002,5,24.0442
48966,1002,2,20.9814
48993,1002,5,35.6313
49046,1002,7,25.4241
49081,1002,6,46.792
49299,1002,4,43.6928
49337,1002,2,30.7951
49415,1002,5,48.3261
49434,1002,3,22.3368
49436,1002,4,35.656
49481,1002,6,29.5826
49661,1002,5,40.8778
49665,1002,3,41.4517
49677,1002,4,30.1164
49688,1002,5,42.3953
49785,1002,6,45.7913
49856,1002,4,38.2042
49869,1002,2,44.1443
49884,1002,9,27.2504
49891,1002,5,32.3856
49902,1002,7,36.9682
50205,1002,5,31.9168
50332,1002,3,30.4109
50399,1002,4,28.8077
50521,1002,2,34.1156
50571,1002,2,32.7252
50582,1002,6,29.3178
50818,1002,3,36.4517
50828,1002,3,22.8714
50889,1002,7,43.8365
50892,1002,5,42.7782
50902,1002,1,20.4095
50904,1002,4,45.0367
50962,1002,6,35.8389
50973,1002,4,31.8396
51043,1002,6,29.5356
51043,1002,6,12.1527
51092,1002,3,43.5531
51151,1002,3,40.0652
51155,1002,5,36.4874
51157,1002,3,44.8388
51189,1002,3,33.1495
51236,1002,3,21.6265
51269,1002,4,43.3129
51272,1002,4,41.0445
51312,1002,4,45.3827
51362,1002,4,34.8532
51419,1002,4,40.0641
51539,1002,4,40.7205
51563,1002,1,33.7788
51640,1002,3,37.6181
51669,1002,5,48.8102
51735,1002,3,30.5532
51894,1002,6,44.7987
52009,1002,5,34.5063
52012,1002,5,44.8223
52039,1002,3,41.1795
52091,1002,8,47.2387
52156,1002,6,39.0539
52263,1002,5,38.8088
52291,1002,4,13.4725
52303,1002,6,37.2485
52585,1002,5,41.3528
52596,1002,3,20.2367
52686,1002,4,36.456
52698,1002,2,40.9361
52824,1002,7,46.4768
52830,1002,5,28.337
52976,1002,3,39.967
53021,1002,7,37.3409
53057,1002,5,45.3898
53092,1002,4,37.312
53093,1002,6,28.5223
53118,1002,8,33.513
53163,1002,5,37.996
53178,1002,3,34.1379
53215,1002,5,36.6019
53217,1002,3,40.1427
53221,1002,8,44.4537
53316,1002,4,40.0607
53335,1002,5,43.819
53419,1002,5,34.4458
53436,1002,5,42.3104
53500,1002,3,34.3306
53538,1002,4,31.0229
53573,1002,1,17.916
53584,1002,4,39.3074
53890,1002,4,35.4419
53974,1002,5,38.8035
54030,1002,3,30.6044
54045,1002,4,40.4615
54071,1002,3,38.3629
54129,1002,2,19.9379
54230,1002,3,27.1731
54260,1002,4,39.4207
54271,1002,5,33.9298
54447,1002,7,42.3847
54455,1002,5,43.4777
54547,1002,6,37.056
54701,1002,4,44.3624
54750,1002,3,25.2304
54778,1002,10,35.2691
54782,1002,4,37.0313
54812,1002,6,32.0037
54873,1002,7,41.2481
54982,1002,5,38.6735
54989,1002,5,21.7486
55049,1002,3,32.2233
55179,1002,3,41.3206
55208,1002,7,34.743
55339,1002,5,32.855
55392,1002,8,27.2527
55422,1002,1,34.2741
55442,1002,4,31.0887
55460,1002,6,35.3048
55474,1002,6,33.6098
55486,1002,4,15.8462
55491,1002,4,36.0298
55502,1002,5,31.3087
55595,1002,8,36.8091
55654,1002,5,38.5125
55750,1002,9,39.788
55840,1002,3,39.6284
55864,1002,9,34.8598
55883,1002,4,35.6558
55957,1002,4,34.5216
56036,1002,6,26.2042
56123,1002,11,41.4285
56151,1002,5,21.8716
56217,1002,5,33.7064
56267,1002,4,30.0177
56287,1002,3,21.4446
56362,1002,6,44.5559
56412,1002,7,38.3133
56463,1002,4,36.5859
56550,1002,3,26.9839
56734,1002,3,25.043
56794,1002,7,34.2536
56927,1002,5,42.4064
56972,1002,3,25.3441
57000,1002,6,31.9317
57009,1002,8,33.3521
57021,1002,5,38.9031
57036,1002,3,35.0158
57099,1002,6,43.4924
57210,1002,5,35.2976
57226,1002,3,27.3415
57256,1002,3,37.0813
57265,1002,4,39.7872
57311,1002,3,42.9535
57431,1002,5,44.7869
57562,1002,4,25.7069
57730,1002,4,42.8255
57764,1002,3,42.6921
58037,1002,5,38.3742
58075,1002,6,40.7664
58149,1002,4,38.1615
58206,1002,5,33.259
58236,1002,3,33.7404
58315,1002,3,37.9544
58325,1002,4,45.3957
58338,1002,6,34.242
58353,1002,6,39.529
58459,1002,4,40.0998
58587,1002,7,37.246
58725,1002,3,23.899
58787,1002,3,28.1061
58805,1002,7,35.6618
58832,1002,4,32.9668
58889,1002,5,38.6042
58921,1002,7,42.0781
58967,1002,5,29.2495
58981,1002,4,42.5952
59031,1002,4,37.3047
59051,1002,1,27.5161
59216,1002,5,43.3586
59265,1002,3,37.1577
59451,1002,5,41.975
59501,1002,2,33.8116
59520,1002,5,16.602
59613,1002,2,17.1907
59691,1002,1,21.0501
59709,1002,3,33.638
59784,1002,6,38.619
59860,1002,6,33.7037
59882,1002,4,21.8273
59926,1002,6,42.4103
59978,1002,2,23.5921
59988,1002,5,42.7634
60065,1002,2,47.7069
60117,1002,7,33.5311
60121,1002,7,38.5954
60134,1002,2,30.6631
60165,1002,4,42.2505
60176,1002,4,42.5763
60213,1002,4,31.2577
60216,1002,6,34.877
60236,1002,5,43.387
60343,1002,7,43.969
60351,1002,6,41.373
60353,1002,5,38.3505
60370,1002,5,45.2904
60377,1002,5,44.2515
60383,1002,5,39.6744
60401,1002,5,37.5637
60416,1002,4,46.1065
60467,1002,7,40.0543
60527,1002,5,43.0397
60542,1002,5,41.4222
60543,1002,3,37.5981
60649,1002,1,13.9957
60732,1002,6,34.5998
60756,1002,7,41.4814
60757,1002,5,36.8431
60788,1002,1,39.9715
60852,1002,4,23.8287
60854,1002,6,41.3844
60862,1002,3,41.5498
60887,1002,4,44.6788
60891,1002,7,30.8912
60941,1002,4,33.1721
60944,1002,4,39.3432
61006,1002,4,29.8759
61090,1002,4,31.9917
61123,1002,5,38.4879
61257,1002,3,36.0825
61388,1002,3,38.9967
61520,1002,2,40.0242
61540,1002,5,42.939
61542,1002,7,43.9578
61571,1002,6,30.5424
61574,1002,4,41.3142
61657,1002,4,36.5846
61668,1002,6,40.5003
61879,1002,3,35.8798
61880,1002,7,44.6893
61888,1002,7,29.3925
61896,1002,2,36.1008
61897,1002,4,30.4494
61904,1002,1,34.7674
61977,1002,3,33.3973
61981,1002,3,36.4546
61999,1002,4,40.3026
62068,1002,7,37.3479
62072,1002,2,41.5835
62148,1002,3,42.5261
62280,1002,5,42.1925
62412,1002,5,43.3608
62414,1002,5,34.1846
62426,1002,5,45.2618
62453,1002,3,40.2515
62598,1002,7,41.6286
62603,1002,4,26.9877
62612,1002,3,28.5158
62698,1002,3,34.4584
62806,1002,3,29.4692
62851,1002,6,37.3667
62905,1002,7,32.7675
62907,1002,6,36.2108
62940,1002,3,30.9461
62987,1002,7,31.9326
63022,1002,5,41.2297
63039,1002,4,36.1256
63097,1002,6,29.06
63103,1002,6,36.2409
63164,1002,7,26.7433
63234,1002,7,27.4364
63302,1002,7,45.6295
63383,1002,6,33.164
63384,1002,2,19.8202
63604,1002,3,28.6952
64024,1002,3,36.4306
64067,1002,8,36.1997
64103,1002,6,32.8245
64155,1002,3,40.1126
64346,1002,6,46.5499
64351,1002,4,43.4191
64356,1002,4,37.8606
64450,1002,5,37.8938
64542,1002,4,31.5018
64555,1002,6,39.5963
64604,1002,6,20.4079
64604,1002,6,17.9391
64605,1002,5,44.5896
64702,1002,3,43.2193
64797,1002,5,36.7628
64911,1002,2,20.8716
64965,1002,7,39.6588
64984,1002,5,42.8826
65035,1002,8,47.4542
65121,1002,5,34.4687
65130,1002,6,44.9091
65245,1002,7,41.4482
65284,1002,2,28.9449
65346,1002,7,41.4249
65351,1002,7,32.8731
65374,1002,5,40.3553
65375,1002,6,38.7698
65412,1002,3,36.0264
65479,1002,4,34.3854
65594,1002,5,40.4084
65623,1002,8,40.3446
65637,1002,7,41.5505
65639,1002,7,35.9526
65660,1002,3,38.7944
65678,1002,4,31.6641
65679,1002,5,33.4432
65778,1002,4,43.4132
65922,1002,6,41.8986
65950,1002,4,44.305
65954,1002,4,41.2014
66323,1002,3,42.5882
66454,1002,6,32.0114
66510,1002,3,14.8548
66635,1002,4,41.0121
66686,1002,1,36.5666
66720,1002,8,44.1166
66795,1002,6,31.5666
66822,1002,2,43.1582
66866,1002,3,29.7363
66973,1002,5,32.7849
66974,1002,4,32.2583
67022,1002,5,43.5702
67095,1002,7,43.8162
67120,1002,1,34.8657
67225,1002,4,30.648
67236,1002,4,26.4848
67422,1002,6,38.6547
67429,1002,3,37.068
67492,1002,4,39.6605
67612,1002,4,27.3536
67630,1002,3,41.3389
67642,1002,10,44.6692
67747,1002,5,37.9654
67809,1002,6,37.4848
67971,1002,6,27.9244
68163,1002,5,30.6177
68163,1002,5,13.0369
68195,1002,5,20.7389
68209,1002,3,44.4292
68321,1002,3,43.1618
68362,1002,9,42.8031
68412,1002,6,42.6504
68438,1002,6,22.9474
68452,1002,6,44.9236
68472,1002,3,33.1582
68508,1002,3,17.6627
68516,1002,9,39.72
68573,1002,3,24.2956
68593,1002,2,34.3942
68608,1002,2,19.0585
68645,1002,7,38.8747
68646,1002,6,37.624
68704,1002,5,41.5976
68930,1002,6,40.2061
68954,1002,5,36.937
69033,1002,5,37.153
69037,1002,3,37
69222,1002,7,36.724
69264,1002,3,45.3978
69391,1002,7,31.1254
69449,1002,7,46.5933
69695,1002,5,41.2425
69750,1002,6,35.1823
69781,1002,6,45.806
69888,1002,7,37.9237
69895,1002,4,40.5045
70069,1002,8,32.8531
70081,1002,7,44.3857
70097,1002,6,37.6731
70149,1002,7,32.6864
70178,1002,3,36.1021
70187,1002,5,31.3636
70196,1002,8,32.4616
70337,1002,8,40.8312
70394,1002,6,31.8663
70414,1002,8,40.8258
70443,1002,3,41.6709
70736,1002,6,43.28
70845,1002,7,33.0946
70878,1002,5,32.6391
70971,1002,8,40.5842
71011,1002,6,44.047
71057,1002,7,39.0458
71086,1002,5,40.7982
71125,1002,1,16.5668
71148,1002,3,41.324
71179,1002,5,41.2384
71232,1002,5,36.4543
71259,1002,9,43.7719
71266,1002,4,42.2018
71272,1002,4,29.0524
71295,1002,6,43.7058
71330,1002,3,38.233
71425,1002,7,38.7593
71442,1002,5,34.2164
71459,1002,4,36.4393
71481,1002,3,42.9318
71609,1002,2,33.0805
71650,1002,3,42.9082
71654,1002,5,43.2302
71791,1002,3,31.788
71939,1002,5,39.1271
71956,1002,7,28.743
72110,1002,7,40.6309
72160,1002,2,14.5453
72175,1002,3,32.1468
72211,1002,4,37.3129
72214,1002,4,39.6435
72244,1002,6,12.4562
72286,1002,2,23.0788
72317,1002,3,26.9252
72405,1002,4,21.2697
72516,1002,6,43.6082
72544,1002,6,38.1713
72620,1002,3,35.3083
72647,1002,7,39.7217
72658,1002,6,30.3913
72665,1002,4,34.228
72803,1002,3,44.5908
72853,1002,5,39.1247
72859,1002,5,40.0868
72878,1002,5,39.3679
72900,1002,4,33.4496
72981,1002,6,37.821
73038,1002,5,31.846
73151,1002,8,30.4409
73186,1002,3,33.1648
73326,1002,6,32.5853
73355,1002,4,39.2643
73404,1002,1,31.208
73463,1002,5,40.2822
73491,1002,7,28.7424
73499,1002,7,43.5075
73537,1002,5,40.6443
73601,1002,3,43.9588
73628,1002,7,39.4094
73670,1002,6,43.4798
73676,1002,2,25.199
73687,1002,1,25.3443
73765,1002,8,38.2889
73768,1002,8,24.199
73926,1002,2,23.6495
73944,1002,5,22.3793
73944,1002,5,10.7667
73974,1002,3,39.9317
74010,1002,2,41.7008
74139,1002,4,34.1704
74236,1002,7,34.7993
74242,1002,6,42.7642
74304,1002,6,37.0777
74305,1002,2,17.7275
74372,1002,2,23.4667
74515,1002,5,26.5385
74544,1002,2,34.4918
74646,1002,6,35.3547
74693,1002,9,37.949
74833,1002,5,30.6618
75046,1002,6,40.2885
75096,1002,8,35.6163
75289,1002,5,44.9478
75424,1002,6,41.2457
75449,1002,3,31.7279
75466,1002,8,32.9434
75495,1002,4,38.0073
75497,1002,4,27.5023
75531,1002,4,36.5976
75544,1002,4,38.8669
75572,1002,5,40.4428
75576,1002,4,32.7062
75608,1002,3,29.8519
75731,1002,3,37.1875
75734,1002,2,40.8173
75820,1002,6,39.6874
75880,1002,5,33.0667
75890,1002,5,35.4713
75942,1002,3,40.2265
75997,1002,4,44.0269
75998,1002,5,35.0602
76070,1002,4,44.4667
76342,1002,5,37.2875
76345,1002,5,41.0788
76357,1002,4,29.1127
76361,1002,6,40.3163
76465,1002,5,31.2161
76491,1002,4,35.5521
76524,1002,4,18.6588
76608,1002,4,38.3165
76617,1002,7,36.5174
76624,1002,3,31.446
76706,1002,8,40.6477
76725,1002,6,41.2788
76980,1002,2,31.6286
76985,1002,6,28.9633
77019,1002,6,40.3863
77030,1002,5,39.2361
77064,1002,6,38.5596
77067,1002,8,37.8986
77271,1002,6,40.6958
77361,1002,3,41.4627
77452,1002,5,36.4741
77453,1002,5,40.2733
77488,1002,5,43.7465
77498,1002,7,37.1219
77537,1002,5,37.7916
77583,1002,4,30.1142
77609,1002,2,39.0998
77653,1002,3,39.3492
77678,1002,3,29.1313
77739,1002,4,35.6043
77740,1002,3,41.4719
77745,1002,4,42.0943
77769,1002,5,35.7892
77771,1002,6,41.2038
77793,1002,3,39.728
77833,1002,5,38.8802
77962,1002,7,24.3553
77968,1002,2,44.1964
78042,1002,4,35.212
78083,1002,4,45.8473
78166,1002,3,39.5292
78189,1002,4,33.2773
78206,1002,1,20.0281
78216,1002,5,36.4501
78217,1002,9,41.2505
78335,1002,6,44.2523
78349,1002,9,33.4947
78393,1002,5,30.4413
78397,1002,7,38.6659
78430,1002,3,32.1379
78460,1002,4,27.1364
78609,1002,3,37.7253
78652,1002,4,39.0145
78780,1002,9,30.833
78858,1002,3,39.2222
78896,1002,3,29.6199
78968,1002,2,23.7548
79063,1002,5,40.0784
79129,1002,4,31.8459
79155,1002,6,36.7865
79242,1002,6,39.3953
79336,1002,4,23.9883
79372,1002,8,39.0861
79375,1002,3,17.7056
79432,1002,6,38.243
79454,1002,7,27.8505
79585,1002,6,39.7541
79642,1002,6,42.5408
79656,1002,11,35.9545
79672,1002,3,18.6814
79874,1002,3,40.5853
79886,1002,4,23.6116
79970,1002,5,33.4794
80001,1002,5,39.0692
80035,1002,4,45.9332
80049,1002,7,32.9495
80050,1002,6,40.4536
80077,1002,4,42.8791
80123,1002,7,49.2772
80159,1002,4,35.0133
80190,1002,3,33.9162
80210,1002,7,33.984
80231,1002,6,38.3686
80304,1002,5,42.1641
80327,1002,4,33.9019
80341,1002,5,37.4739
80406,1002,8,27.74
80428,1002,6,40.8422
80445,1002,6,35.8339
80450,1002,10,39.4324
80503,1002,2,18.9719
80547,1002,3,20.5744
80701,1002,9,36.7257
80837,1002,5,36.2523
80843,1002,9,44.5844
80908,1002,5,17.3991
80908,1002,5,16.2494
80917,1002,4,34.2919
80965,1002,2,25.8384
81028,1002,5,37.9538
81033,1002,3,34.4672
81044,1002,5,34.0651
81071,1002,2,34.8561
81076,1002,3,40.5839
81183,1002,2,14.6605
81193,1002,5,46.8944
81242,1002,6,38.1405
81381,1002,6,36.8148
81404,1002,4,30.887
81415,1002,4,36.5493
81653,1002,5,42.8709
81659,1002,4,33.0867
81756,1002,5,28.0678
81778,1002,7,30.6807
81881,1002,4,12.5879
81931,1002,4,38.8111
82107,1002,3,37.4682
82144,1002,3,29.7047
82476,1002,4,42.6199
82493,1002,6,37.7781
82566,1002,5,44.575
82584,1002,3,24.6801
82603,1002,6,44.4752
82728,1002,4,33.2068
82927,1002,5,36.8096
82962,1002,7,48.5574
82983,1002,4,22.4423
82989,1002,6,39.4264
83040,1002,8,44.384
83084,1002,5,38.3546
83144,1002,5,32.9513
83271,1002,6,36.1701
83294,1002,4,40.9634
83367,1002,6,28.3027
83391,1002,5,37.217
83437,1002,4,30.2308
83443,1002,7,42.6788
83473,1002,6,39.5917
83499,1002,6,39.9809
83569,1002,5,39.1774
83618,1002,7,37.9412
83626,1002,3,29.3198
83695,1002,1,37.6358
83708,1002,10,34.8487
83756,1002,2,36.3859
83817,1002,5,44.5103
83940,1002,5,39.8822
83989,1002,6,38.945
84088,1002,6,41.6736
84228,1002,5,27.3843
84425,1002,5,40.085
84444,1002,3,42.0942
84445,1002,2,24.8403
84542,1002,8,41.6021
84573,1002,4,31.3537
84595,1002,3,35.4588
84672,1002,4,35.8913
84692,1002,5,35.3637
84739,1002,6,38.1572
84882,1002,3,37.0626
84892,1002,5,33.2911
84936,1002,5,32.7731
84973,1002,3,41.6152
85002,1002,2,37.9422
85037,1002,7,43.1066
85050,1002,7,35.0918
85164,1002,5,32.1837
85225,1002,7,42.1285
85355,1002,3,34.5853
85357,1002,6,38.7484
85404,1002,7,41.5881
85528,1002,6,33.8585
85598,1002,5,45.2594
85619,1002,4,44.079
85663,1002,5,35.8019
85698,1002,4,41.895
85720,1002,3,44.0101
85739,1002,7,36.4616
85798,1002,3,35.8566
85803,1002,3,17.8055
85976,1002,3,40.145
85984,1002,4,42.1179
86065,1002,6,42.3998
86099,1002,8,35.1146
86156,1002,6,38.441
86200,1002,6,34.9502
86206,1002,8,41.6999
86228,1002,4,44.9016
86257,1002,4,39.1511
86271,1002,7,42.9884
86292,1002,4,33.055
86459,1002,2,18.6338
86474,1002,6,46.7619
86491,1002,4,42.4112
86620,1002,3,45.1068
86632,1002,7,43.0089
86663,1002,3,40.2659
87027,1002,2,13.322
87169,1002,6,35.5378
87233,1002,6,38.8434
87237,1002,3,31.1179
87362,1002,10,37.6137
87407,1002,7,37.9947
87460,1002,1,33.3924
87470,1002,4,43.7888
87535,1002,5,45.9703
87558,1002,5,44.939
87798,1002,2,35.7966
87819,1002,3,32.704
87857,1002,3,27.7814
87916,1002,7,40.9729
87931,1002,5,31.5697
87981,1002,2,37.9326
88066,1002,7,32.4209
88223,1002,6,44.5359
88231,1002,6,39.3071
88278,1002,5,38.1334
88299,1002,3,41.3795
88301,1002,5,37.3491
88302,1002,4,39.7007
88314,1002,6,29.45
88616,1002,7,40.3046
88631,1002,5,45.9479
88635,1002,5,42.315
88651,1002,4,41.1849
88726,1002,4,28.2717
88824,1002,5,41.9767
88878,1002,5,41.0665
88880,1002,6,33.5407
88968,1002,5,42.7427
89005,1002,5,39.017
89106,1002,3,37.5207
89245,1002,5,45.915
89256,1002,6,44.5194
89361,1002,2,15.0663
89361,1002,2,12.1477
89422,1002,8,24.6211
89427,1002,4,39.3256
89437,1002,5,37.3715
89461,1002,5,37.4283
89556,1002,3,26.1516
89563,1002,5,26.34
89571,1002,2,37.5671
89615,1002,5,29.5832
89623,1002,6,25.5154
89631,1002,6,31.85
89635,1002,1,29.6948
89640,1002,3,36.166
89684,1002,6,40.8968
89702,1002,2,15.3913
89741,1002,5,43.7008
89769,1002,4,29.7344
89785,1002,4,37.7843
89955,1002,3,41.8011
90068,1002,6,31.859
90090,1002,7,40.9449
90170,1002,5,38.9036
90211,1002,6,28.377
90296,1002,4,33.3667
90304,1002,9,39.7888
90305,1002,3,44.4824
90346,1002,2,26.3989
90455,1002,8,18.7881
90528,1002,1,22.0889
90549,1002,4,42.209
90580,1002,3,27.9051
90598,1002,9,41.9082
90703,1002,4,42.3879
90792,1002,6,42.5102
90854,1002,3,33.6834
90919,1002,5,36.8479
90928,1002,6,31.0733
90962,1002,4,36.2631
90985,1002,5,46.0895
90987,1002,5,45.1636
91001,1002,5,37.307
91175,1002,6,38.1447
91184,1002,5,42.4504
91190,1002,5,38.4493
91203,1002,4,44.0596
91258,1002,8,40.9146
91292,1002,6,39.1835
91297,1002,4,24.0234
91314,1002,6,38.4848
91335,1002,6,36.228
91350,1002,6,38.8181
91437,1002,6,41.649
91619,1002,5,32.5226
91695,1002,7,38.0723
91834,1002,7,32.7238
91871,1002,6,33.4023
91937,1002,6,33.3406
92018,1002,4,40.3057
92050,1002,5,32.5899
92060,1002,5,41.9132
92075,1002,4,42.88
92080,1002,4,33.0809
92129,1002,4,28.9181
92215,1002,9,41.0314
92294,1002,8,44.8524
92367,1002,7,44.1266
92456,1002,4,40.6435
92493,1002,3,35.1623
92598,1002,1,22.564
92662,1002,2,21.9482
92693,1002,6,39.4785
92883,1002,6,33.3528
93031,1002,6,38.0377
93041,1002,7,44.7915
93087,1002,4,20.4397
93174,1002,2,38.7942
93343,1002,7,43.7403
93378,1002,4,34.0494
93414,1002,2,24.7524
93496,1002,6,36.421
93508,1002,4,27.3554
93536,1002,7,40.4876
93558,1002,4,40.6489
93577,1002,5,33.7047
93595,1002,7,41.6562
93600,1002,4,35.9338
93618,1002,4,35.1228
93660,1002,3,41.9108
93749,1002,8,38.9558
93763,1002,3,29.9559
93962,1002,4,43.3784
94029,1002,4,38.8186
94039,1002,4,28.9841
94104,1002,5,37.8633
94367,1002,5,43.9766
94374,1002,3,25.0324
94401,1002,4,35.1641
94474,1002,4,41.7089
94546,1002,3,35.62
94636,1002,5,42.0086
94698,1002,6,41.2861
94712,1002,6,28.7658
94735,1002,7,35.8002
94787,1002,6,41.3639
94928,1002,4,32.7061
95114,1002,7,36.8975
95268,1002,5,42.6916
95337,1002,3,20.1033
95361,1002,3,35.2581
95373,1002,4,18.3181
95510,1002,4,40.9711
95555,1002,4,35.2539
95593,1002,6,29.8479
95612,1002,10,32.7152
95640,1002,6,34.0609
95658,1002,6,43.4165
95705,1002,5,34.3467
95716,1002,3,42.217
95803,1002,3,36.9667
95812,1002,5,28.1309
95843,1002,6,33.457
95855,1002,5,36.7718
95866,1002,4,43.2455
95888,1002,7,42.1299
95943,1002,6,24.295
95952,1002,5,28.2104
96051,1002,5,41.7056
96096,1002,5,40.2215
96313,1002,6,39.1514
96468,1002,6,42.5453
96502,1002,7,41.4075
96648,1002,6,36.386
96677,1002,5,31.496
96780,1002,5,34.5109
96802,1002,6,37.5235
96831,1002,4,30.0075
96840,1002,6,44.775
97012,1002,9,42.5085
97093,1002,4,33.1897
97102,1002,6,39.0516
97108,1002,7,34.5317
97161,1002,4,22.979
97183,1002,6,34.6425
97426,1002,6,33.3455
97510,1002,4,37.1207
97657,1002,3,42.7047
97665,1002,6,41.9448
97675,1002,4,39.4901
97759,1002,4,35.3262
97861,1002,4,28.4829
97875,1002,7,39.2958
97936,1002,4,45.7075
98174,1002,3,17.9332
98184,1002,5,38.5019
98186,1002,6,40.5257
98272,1002,6,35.0214
98579,1002,6,33.281
98583,1002,5,36.5844
98588,1002,6,37.8612
98679,1002,6,34.3671
98764,1002,3,39.5726
98791,1002,4,48.813
98843,1002,2,16.2842
98915,1002,5,31.4242
98972,1002,7,41.0633
99016,1002,3,38.2879
99032,1002,3,22.2789
99092,1002,2,35.5538
99176,1002,7,48.8305
99266,1002,4,43.698
99267,1002,6,36.8884
99554,1002,6,33.0091
99559,1002,4,31.5807
99587,1002,5,43.0956
99602,1002,7,40.2229
99608,1002,5,45.1869
99717,1002,5,28.9745
99880,1002,5,38.1406
99906,1002,9,11.9098
99970,1002,6,37.8452
100045,1002,9,37.7333
100082,1002,3,38.4724
100099,1002,6,31.2474
100125,1002,7,29.4828
100140,1002,3,35.0541
100156,1002,5,38.6802
100199,1002,4,39.5974
100233,1002,8,40.2993
100235,1002,3,38.6342
100291,1002,3,38.6817
100374,1002,3,41.4524
100488,1002,4,42.2291
100495,1002,4,31.8273
100505,1002,2,18.3439
100526,1002,5,27.8786
100596,1002,4,31.4358
100628,1002,6,37.3471
100637,1002,4,35.5483
100693,1002,8,44.4951
100694,1002,4,42.7832
100814,1002,4,38.0088
100833,1002,3,41.8144
100913,1002,4,43.2692
100917,1002,2,30.1516
100968,1002,7,43.0892
100999,1002,2,36.3348
101009,1002,3,29.7861
101019,1002,5,41.0941
101026,1002,4,39.4022
101081,1002,3,35.0441
101090,1002,3,43.0076
101101,1002,7,40.0649
101102,1002,6,41.6215
101217,1002,2,32.8239
101249,1002,2,14.8041
101386,1002,5,30.0558
101394,1002,3,43.1156
101447,1002,3,31.4217
101618,1002,5,34.3142
101653,1002,4,33.0119
101676,1002,6,35.6507
101708,1002,5,30.4515
101942,1002,5,38.5426
101946,1002,7,28.8075
101987,1002,4,32.4137
102067,1002,4,43.4166
102102,1002,2,27.1194
102112,1002,2,26.1761
102237,1002,4,41.3544
102449,1002,3,39.8584
102496,1002,5,35.1078
102596,1002,3,13.402
102656,1002,4,10.9072
102656,1002,4,10.6991
102772,1002,3,44.8476
102872,1002,5,40.5275
102878,1002,6,32.0895
102947,1002,3,32.3049
103068,1002,5,40.326
103115,1002,3,26.5392
103131,1002,5,38.972
103284,1002,3,29.5245
103438,1002,3,25.2986
103463,1002,6,39.005
103501,1002,5,40.9983
103551,1002,7,39.3734
103641,1002,3,32.1414
103669,1002,4,43.4499
103715,1002,3,34.003
103727,1002,6,32.1647
103737,1002,5,31.9283
103847,1002,3,24.6298
103972,1002,7,36.517
104106,1002,5,21.3715
104146,1002,4,42.9069
104175,1002,3,20.2454
104204,1002,4,21.1534
104313,1002,4,39.3927
104325,1002,10,42.2456
104388,1002,5,33.1485
104433,1002,6,27.3995
104452,1002,5,42.0521
104483,1002,5,36.3133
104505,1002,5,34.0448
104537,1002,4,25.1847
104537,1002,4,15.6456
104542,1002,6,37.5173
104676,1002,5,40.2789
104688,1002,6,43.5107
104730,1002,3,39.5587
104797,1002,3,34.4679
104926,1002,6,46.5506
104956,1002,3,35.8909
105027,1002,5,37.2459
105031,1002,8,30.3715
105084,1002,4,38.9687
105146,1002,2,10.7352
105203,1002,4,37.8506
105270,1002,3,23.1657
105335,1002,6,38.3216
105400,1002,4,37.8722
105562,1002,2,34.6812
