event,run,cluster_size
23980,1002,5,38.0343
24003,1002,6,36.1297
24049,1002,8,43.091
24147,1002,5,21.4321
24147,1002,5,16.6448
24329,1002,6,33.705
24358,1002,5,31.5061
24375,1002,4,36.3795
24450,1002,1,15.4834
24470,1002,6,30.9118
24541,1002,2,41.0456
24579,1002,3,31.976
24582,1002,4,31.0013
24684,1002,3,27.0017
24694,1002,7,38.2069
24714,1002,5,41.3386
24722,1002,6,38.4761
24782,1002,4,33.6046
24818,1002,9,33.0481
24869,1002,4,34.7452
24968,1002,5,41.6718
25032,1002,5,41.195
25046,1002,6,45.9347
25097,1002,8,18.4018
25108,1002,3,41.4874
25119,1002,4,42.8525
25303,1002,5,42.0786
25437,1002,6,35.0107
25527,1002,8,34.2006
25581,1002,6,43.109
25669,1002,5,42.4374
25825,1002,4,38.9675
25881,1002,4,31.7151
25929,1002,6,42.8739
25953,1002,3,42.7133
25972,1002,4,23.5093
26020,1002,6,36.0727
26071,1002,3,27.2392
26072,1002,4,34.6259
26231,1002,6,37.3134
26266,1002,5,40.6496
26377,1002,5,44.8123
26570,1002,3,35.6996
26656,1002,4,41.9222
26685,1002,5,27.3579
26736,1002,5,35.6101
26773,1002,5,46.6625
26796,1002,8,36.529
26798,1002,2,33.2638
26853,1002,5,43.5596
26875,1002,3,40.964
26906,1002,6,29.6795
26943,1002,7,34.5893
26968,1002,8,35.3705
26974,1002,9,38.5438
27010,1002,5,33.3013
27226,1002,5,28.5992
27276,1002,6,41.9264
27293,1002,6,35.3248
27334,1002,7,39.4341
27377,1002,7,34.3965
27403,1002,5,42.3945
27471,1002,5,41.1992
27620,1002,3,35.0807
27703,1002,4,37.0685
27764,1002,3,33.948
27765,1002,8,33.3954
27820,1002,3,35.8821
27881,1002,4,21.8538
27894,1002,2,31.4406
27979,1002,5,24.8728
28000,1002,5,35.7811
28067,1002,6,39.6775
28098,1002,6,33.9973
28153,1002,5,44.2032
28184,1002,4,40.2393
28212,1002,7,39.4439
28267,1002,5,46.3343
28302,1002,4,35.1165
28306,1002,6,38.7323
28316,1002,5,39.327
28413,1002,4,43.5638
28471,1002,7,45.4411
28475,1002,6,40.5206
28679,1002,5,39.8918
28687,1002,4,35.0229
28749,1002,5,33.3003
28796,1002,4,28.2195
28797,1002,6,37.8102
28845,1002,9,35.3504
28900,1002,5,45.1101
28912,1002,3,22.7682
28926,1002,2,36.3402
28964,1002,6,37.0982
29053,1002,5,37.9391
29118,1002,7,43.1544
29237,1002,8,48.5223
29243,1002,6,27.9598
29278,1002,8,31.0941
29354,1002,4,38.7094
29492,1002,6,42.927
29547,1002,3,39.6909
29594,1002,4,22.29
29594,1002,4,15.1947
29733,1002,7,39.933
29841,1002,5,35.6467
29867,1002,5,37.6781
30039,1002,4,26.3701
30119,1002,7,41.706
30165,1002,3,39.7874
30170,1002,2,24.1706
30253,1002,5,38.4257
30345,1002,2,36.7767
30403,1002,6,15.1241
30466,1002,6,38.998
30641,1002,4,45.9692
30750,1002,6,36.3092
30818,1002,4,39.8151
30838,1002,6,41.3717
30903,1002,7,34.9862
30908,1002,3,34.3945
30968,1002,4,41.0945
31000,1002,5,32.2177
31039,1002,5,40.8701
31090,1002,5,43.548
31412,1002,4,37.9932
31454,1002,3,37.7195
31613,1002,6,36.902
31787,1002,4,33.2895
31799,1002,7,36.5435
31802,1002,6,37.936
31851,1002,2,19.76
31914,1002,4,44.4641
31943,1002,5,35.3049
31974,1002,5,41.0093
32001,1002,3,38.9715
32012,1002,2,38.2197
32189,1002,3,36.2774
32217,1002,3,41.0715
32263,1002,4,41.0752
32275,1002,4,45.7565
32344,1002,3,25.7815
32397,1002,6,39.326
32454,1002,3,38.7061
32628,1002,5,41.9626
32769,1002,4,48.3345
32847,1002,3,39.6058
32861,1002,4,27.6013
33023,1002,4,29.9467
33079,1002,5,34.4057
33116,1002,1,36.4122
33145,1002,4,39.878
33157,1002,4,36.4537
33399,1002,6,25.1695
33437,1002,4,36.2271
33516,1002,6,40.9308
33522,1002,5,33.9482
33721,1002,4,32.1036
33731,1002,4,27.5792
33737,1002,5,37.236
33839,1002,7,44.3398
33864,1002,1,40.1443
33916,1002,8,40.3793
33923,1002,3,31.4777
34020,1002,2,18.493
34047,1002,6,37.07
34137,1002,4,39.612
34161,1002,3,39.6895
34297,1002,8,46.3365
34323,1002,3,37.5625
34421,1002,2,28.9929
34436,1002,2,39.8273
34459,1002,6,35.4252
34525,1002,2,23.1228
34536,1002,5,17.906
34613,1002,4,37.936
34628,1002,4,31.6561
34658,1002,3,42.2378
34714,1002,1,31.9655
34715,1002,4,42.7496
34773,1002,6,36.1825
34864,1002,7,38.9077
34866,1002,4,39.6792
34883,1002,7,43.8151
34909,1002,7,21.7576
34932,1002,4,39.2416
34970,1002,5,40.5754
35078,1002,2,30.8915
35157,1002,4,26.97
35263,1002,2,26.162
35280,1002,5,32.5821
35331,1002,3,40.0048
35356,1002,6,39.0378
35361,1002,4,33.5285
35491,1002,4,20.2506
35585,1002,2,36.9809
35634,1002,7,44.3921
35684,1002,4,26.4265
35705,1002,6,22.9248
35810,1002,4,39.7406
35831,1002,4,19.9799
35837,1002,4,34.2559
35908,1002,6,33.0929
35913,1002,3,24.9749
35923,1002,4,38.5807
36023,1002,4,43.183
36134,1002,2,46.9782
36157,1002,3,29.0905
36192,1002,3,42.6415
36234,1002,5,36.9553
36252,1002,4,24.2363
36320,1002,3,15.273
36382,1002,8,26.5419
36465,1002,2,41.9329
36568,1002,6,43.8097
36693,1002,4,36.8814
36699,1002,4,32.1383
36876,1002,4,37.9908
36879,1002,9,37.363
36910,1002,4,13.5618
37034,1002,6,40.7088
37042,1002,1,40.2769
37202,1002,4,36.6299
37211,1002,5,41.1588
37291,1002,7,37.0941
37359,1002,2,27.8055
37417,1002,4,37.3357
37481,1002,6,26.6602
37609,1002,9,40.7331
37636,1002,6,44.7608
37676,1002,3,35.5298
37679,1002,6,39.2328
37686,1002,5,35.9444
37718,1002,3,43.693
37752,1002,5,39.7004
37768,1002,4,39.4875
37769,1002,4,22.7898
37772,1002,8,39.8281
37773,1002,4,44.7313
37823,1002,6,43.9347
37892,1002,3,39.5645
37913,1002,4,26.5261
37949,1002,3,33.9776
38008,1002,6,30.4441
38016,1002,2,33.3773
38058,1002,6,38.711
38066,1002,2,34.7335
38104,1002,6,40.8858
38138,1002,3,35.4574
38294,1002,7,44.6082
38361,1002,4,24.8212
38407,1002,3,38.7847
38510,1002,6,34.1084
38519,1002,5,38.4631
38575,1002,3,38.3856
38630,1002,4,32.6378
38690,1002,5,44.2242
38723,1002,6,39.8943
38726,1002,6,38.1812
38774,1002,7,38.8465
38858,1002,4,33.8869
38876,1002,6,32.3263
38890,1002,6,42.2367
38906,1002,1,36.8439
38913,1002,4,16.2848
38967,1002,5,39.6392
39018,1002,4,26.146
39055,1002,6,43.4569
39077,1002,6,35.9485
39157,1002,3,36.8065
39249,1002,5,41.8534
39509,1002,7,42.5151
39652,1002,4,32.2206
39805,1002,4,35.8537
39877,1002,5,39.291
39900,1002,3,38.0857
39905,1002,7,37.2931
39985,1002,2,29.1625
39986,1002,3,37.6147
40011,1002,4,37.9074
40013,1002,7,30.1231
40029,1002,5,44.0317
40083,1002,5,36.9313
40124,1002,4,43.8014
40268,1002,5,31.7526
40330,1002,5,44.5665
40654,1002,4,36.0063
40715,1002,4,38.9307
40813,1002,6,45.7139
40845,1002,5,39.6249
40856,1002,4,38.2367
40906,1002,6,43.2123
40919,1002,5,43.8896
40925,1002,3,40.8048
40935,1002,3,33.4235
41069,1002,2,25.6793
41100,1002,3,34.0526
41104,1002,2,33.6088
41125,1002,5,35.4434
41146,1002,4,37.0241
41156,1002,6,39.2453
41192,1002,3,35.0266
41201,1002,5,31.1911
41202,1002,6,33.6388
41268,1002,5,39.5888
41394,1002,5,47.3302
41451,1002,4,42.0301
41476,1002,5,35.1831
41525,1002,4,41.9632
41542,1002,5,40.4408
41571,1002,3,37.5327
41654,1002,5,34.3172
41691,1002,6,33.7471
41712,1002,5,42.3317
41807,1002,3,35.8157
41816,1002,3,43.0831
41841,1002,10,44.7301
41854,1002,5,35.0389
41983,1002,3,36.69
42037,1002,5,36.3582
42053,1002,3,10.4805
42055,1002,6,40.2242
42105,1002,6,43.3324
42158,1002,2,39.5871
42282,1002,1,14.6549
42302,1002,3,24.4531
42305,1002,6,38.8106
42327,1002,5,30.9657
42431,1002,3,33.5538
42686,1002,5,40.1087
42756,1002,6,32.0392
42767,1002,3,33.7417
42792,1002,5,43.3646
42807,1002,6,34.1824
42819,1002,4,20.3155
42819,1002,4,16.9437
42946,1002,6,34.9549
43058,1002,5,31.455
43080,1002,2,22.81
43096,1002,5,39.0718
43226,1002,7,40.4787
43277,1002,7,35.3429
43396,1002,2,22.3948
43408,1002,5,38.3671
43467,1002,4,43.234
43533,1002,3,37.5908
43543,1002,5,35.9756
43680,1002,6,27.2988
43684,1002,5,34.6671
43740,1002,2,37.9633
43786,1002,4,34.912
43794,1002,3,40.6229
43937,1002,3,27.9132
43954,1002,2,30.8824
43961,1002,5,35.4022
44005,1002,6,41.5291
44045,1002,8,45.9975
44132,1002,9,33.7256
44269,1002,5,40.5957
44272,1002,5,46.106
44304,1002,5,38.7077
44357,1002,4,27.5156
44383,1002,5,34.5604
44393,1002,1,33.65
44418,1002,3,35.0528
44441,1002,8,40.517
44449,1002,7,42.4741
44512,1002,2,43.7293
44519,1002,2,35.6546
44751,1002,8,46.1971
44764,1002,5,42.2132
44806,1002,1,14.342
44834,1002,3,36.3506
44855,1002,5,29.2474
44867,1002,3,39.5716
45024,1002,6,45.5551
45077,1002,5,32.4972
45165,1002,4,43.2835
45173,1002,4,34.8769
45389,1002,4,35.9503
45455,1002,5,17.8585
45605,1002,4,36.1426
45606,1002,3,41.6994
45643,1002,1,14.4037
45663,1002,4,34.7089
45688,1002,6,34.9609
45690,1002,2,24.5209
45920,1002,5,30.239
46011,1002,6,40.1117
46125,1002,6,29.2725
46188,1002,6,33.1816
46247,1002,4,38.1704
46251,1002,4,22.1534
46436,1002,8,41.6418
46450,1002,2,29.2675
46528,1002,6,31.0399
46546,1002,5,36.1341
46554,1002,4,38.4222
46663,1002,4,26.5652
46704,1002,5,39.0365
46761,1002,4,42.4807
46788,1002,6,43.1546
46914,1002,7,38.3248
47168,1002,5,30.788
47193,1002,3,35.8561
47217,1002,3,41.9372
47299,1002,5,44.9397
47370,1002,4,23.3627
47442,1002,3,45.092
47564,1002,7,43.469
47574,1002,9,43.9891
47660,1002,5,42.066
47692,1002,6,45.4591
47842,1002,2,41.167
47850,1002,4,39.2463
47960,1002,5,40.4678
48040,1002,5,34.9311
48057,1002,3,30.33
48075,1002,3,31.1151
48087,1002,6,41.1851
48116,1002,5,38.1929
48136,1002,4,32.9621
48204,1002,1,34.5539
48211,1002,3,20.774
48470,1002,5,34.139
48476,1002,4,43.8223
48480,1002,8,31.5277
48502,1002,5,35.976
48569,1002,8,43.9639
48613,1002,3,22.1908
48688,1002,1,15.7519
48725,1002,3,41.3681
48767,1002,4,31.2043
48803,1002,6,40.9782
48841,1002,5,33.2118
48891,1002,5,48.2938
48992,1002,5,40.755
49034,1002,3,41.7325
49092,1002,7,38.665
49131,1002,5,32.4892
49156,1002,5,45.1252
49214,1002,3,29.1012
49222,1002,6,45.6267
49277,1002,4,29.6625
49390,1002,6,31.4195
49405,1002,1,24.9555
49465,1002,3,35.8625
49507,1002,5,38.1966
49596,1002,6,38.9804
49703,1002,4,34.1546
49718,1002,5,41.4834
49735,1002,2,45.2829
49823,1002,5,45.1397
49830,1002,5,45.0887
49952,1002,3,29.3489
49958,1002,4,38.9389
50044,1002,5,44.5412
50118,1002,6,38.5482
50196,1002,3,40.532
50216,1002,4,39.9179
50230,1002,6,47.4308
50293,1002,7,37.272
50538,1002,6,38.7749
50539,1002,8,38.7614
50563,1002,6,30.7591
50598,1002,6,44.24
50725,1002,3,22.5039
50776,1002,3,34.1465
50783,1002,6,36.0179
50836,1002,5,26.2071
50912,1002,5,38.6026
50928,1002,2,40.2203
50948,1002,7,36.7425
51026,1002,7,35.7521
51166,1002,4,37.3197
51222,1002,4,30.9535
51267,1002,6,36.079
51280,1002,9,43.2468
51459,1002,6,41.8384
51526,1002,2,29.7942
51568,1002,4,43.422
51592,1002,8,45.5591
51622,1002,8,40.6593
51643,1002,7,39.8146
51662,1002,5,40.7984
51736,1002,6,39.0917
51768,1002,4,34.3711
51796,1002,5,32.5974
51823,1002,6,38.369
51993,1002,8,37.4702
52023,1002,3,35.8695
52095,1002,3,19.9637
52168,1002,7,44.1445
52200,1002,7,37.5496
52243,1002,4,31.6014
52291,1002,4,31.8774
52343,1002,3,38.687
52474,1002,3,32.1347
52831,1002,6,43.914
52982,1002,5,37.025
53004,1002,3,35.6652
53031,1002,3,37.339
53151,1002,8,32.6382
53169,1002,2,42.397
53438,1002,3,33.7007
53525,1002,4,30.115
53545,1002,7,41.4013
53553,1002,4,35.7102
53581,1002,3,21.5426
53583,1002,5,42.0253
53652,1002,4,43.9065
53712,1002,4,22.2871
53717,1002,4,40.6503
53723,1002,6,38.8076
53742,1002,7,45.4379
53775,1002,5,34.0693
53893,1002,6,40.124
53903,1002,4,35.4292
53912,1002,2,27.0489
54039,1002,3,42.9831
54045,1002,5,31.1233
54046,1002,3,36.0371
54078,1002,3,32.7101
54106,1002,5,47.5132
54136,1002,3,26.923
54279,1002,5,42.2453
54367,1002,4,33.5242
54448,1002,5,11.1914
54449,1002,6,39.4944
54646,1002,1,38.1529
54653,1002,3,48.8823
54670,1002,6,22.3745
54676,1002,9,45.5057
54918,1002,6,38.6523
55003,1002,6,39.2808
55164,1002,4,34.9878
55198,1002,4,34.9157
55296,1002,6,41.2618
55353,1002,4,31.1013
55552,1002,3,46.1167
55626,1002,4,37.9402
55631,1002,5,42.9479
55632,1002,4,32.0358
55656,1002,4,40.8456
55791,1002,4,40.633
55853,1002,7,30.374
55877,1002,5,46.3217
55985,1002,7,37.8876
56031,1002,8,43.7817
56043,1002,2,41.6279
56236,1002,4,32.3871
56271,1002,5,38.4089
56313,1002,3,39.5277
56332,1002,6,35.2699
56484,1002,3,30.8462
56486,1002,5,34.6228
56554,1002,7,41.9365
56704,1002,4,48.2981
56748,1002,5,45.2125
56908,1002,2,31.5251
56955,1002,2,18.0922
56966,1002,9,33.4688
56973,1002,3,28.0416
56978,1002,8,43.6295
57034,1002,6,40.2209
57056,1002,4,38.9229
57127,1002,5,35.8293
57172,1002,4,35.4247
57183,1002,4,42.2049
57456,1002,4,41.0699
57483,1002,5,36.7793
57526,1002,5,36.2317
57541,1002,4,39.9347
57606,1002,2,32.7198
57620,1002,6,40.3764
57663,1002,3,42.7585
57680,1002,7,41.8143
57745,1002,5,35.6329
57755,1002,3,47.9679
57796,1002,3,36.2837
57832,1002,3,43.0371
57838,1002,3,35.2933
57887,1002,3,44.1577
57923,1002,5,38.7775
57967,1002,4,35.5768
58044,1002,7,44.4601
58130,1002,4,39.2603
58166,1002,6,33.4729
58185,1002,5,42.4425
58186,1002,7,25.6537
58401,1002,6,41.6751
58437,1002,3,37.7081
58509,1002,6,39.7127
58567,1002,5,12.8791
58587,1002,2,42.0732
58686,1002,3,30.053
58713,1002,4,21.5616
58881,1002,4,36.6542
58910,1002,6,34.2421
58931,1002,5,27.5022
58988,1002,2,37.7298
58998,1002,9,33.3139
59030,1002,3,42.7366
59065,1002,5,42.9744
59088,1002,2,39.8858
59100,1002,5,23.0227
59111,1002,3,37.3627
59209,1002,6,38.5987
59247,1002,7,38.9793
59250,1002,2,37.0329
59265,1002,4,38.8958
59283,1002,4,29.8007
59309,1002,5,34.8567
59358,1002,7,37.0289
59410,1002,6,33.857
59443,1002,2,24.918
59455,1002,5,46.355
59471,1002,4,35.8546
59584,1002,7,41.2175
59643,1002,6,29.6168
59836,1002,3,40.6453
59838,1002,4,41.247
59872,1002,4,31.9832
59888,1002,7,38.4732
59967,1002,5,24.1683
60025,1002,4,30.9886
60043,1002,3,30.5476
60069,1002,6,37.8563
60134,1002,3,35.9899
60275,1002,6,38.0566
60293,1002,7,36.5051
60342,1002,3,24.8608
60378,1002,7,38.8173
60541,1002,5,32.4351
60722,1002,4,45.8785
60739,1002,5,43.4446
60776,1002,2,24.1091
60832,1002,3,34.7463
60900,1002,6,36.3043
60939,1002,3,38.5016
60995,1002,7,40.1644
61064,1002,5,33.3823
61071,1002,7,38.5137
61237,1002,5,38.7824
61256,1002,2,13.38
61257,1002,4,37.1093
61318,1002,6,35.5713
61366,1002,5,38.8197
61495,1002,6,38.1961
61520,1002,3,38.281
61660,1002,2,36.0856
61698,1002,4,41.9495
61739,1002,3,20.8137
61785,1002,5,30.2477
61919,1002,3,43.4581
62208,1002,4,32.3603
62219,1002,5,22.9003
62381,1002,6,43.9768
62405,1002,8,34.7874
62469,1002,6,37.7392
62501,1002,4,34.6786
62507,1002,3,32.7177
62559,1002,5,34.1269
62609,1002,6,37.7514
62644,1002,3,39.4251
62807,1002,4,38.7704
62825,1002,5,40.3595
62949,1002,4,22.8267
62996,1002,9,39.4789
62999,1002,4,43.8425
63083,1002,6,40.9937
63138,1002,6,33.0819
63170,1002,10,41.8771
63216,1002,4,23.3769
63216,1002,4,12.3243
63330,1002,2,34.3788
63334,1002,3,32.7683
63342,1002,4,45.1285
63345,1002,3,38.1746
63346,1002,7,21.7143
63372,1002,5,45.7579
63395,1002,6,31.3579
63447,1002,5,46.528
63455,1002,3,33.3215
63560,1002,5,44.3599
63561,1002,5,37.1412
63680,1002,5,41.2652
63720,1002,6,31.4762
63761,1002,1,18.3161
63771,1002,3,37.5041
63822,1002,7,41.7791
63893,1002,7,39.1286
64092,1002,4,40.1274
64105,1002,3,36.3984
64142,1002,8,31.4041
64199,1002,8,47.8701
64208,1002,3,32.8989
64312,1002,5,38.7958
64361,1002,2,40.2843
64385,1002,6,44.6085
64404,1002,4,32.4071
64446,1002,3,28.5529
64672,1002,5,39.9954
64753,1002,7,38.6488
64803,1002,6,40.427
64919,1002,2,25.7957
64929,1002,5,41.2102
65021,1002,2,25.8834
65030,1002,5,38.8346
65144,1002,2,24.7012
65268,1002,5,34.2459
65278,1002,7,32.3406
65300,1002,8,40.0984
65366,1002,5,36.3854
65372,1002,4,38.6651
65488,1002,2,40.1527
65517,1002,5,38.6718
65540,1002,4,47.6292
65721,1002,3,33.3516
65728,1002,4,39.6713
65739,1002,6,33.1614
65786,1002,4,15.0199
65931,1002,7,31.303
65935,1002,5,21.588
65991,1002,6,38.0075
66070,1002,2,15.99
66100,1002,3,23.1216
66161,1002,4,33.5443
66205,1002,7,38.8037
66226,1002,3,29.7435
66260,1002,7,35.5842
66287,1002,3,27.5894
66428,1002,2,16.6739
66539,1002,7,38.369
66551,1002,2,33.1741
66612,1002,5,32.7447
66672,1002,3,36.763
66735,1002,6,38.5798
66751,1002,3,15.536
66790,1002,4,30.8264
67053,1002,7,42.5367
67072,1002,6,19.5817
67135,1002,4,44.2871
67296,1002,7,40.9364
67477,1002,3,32.5001
67488,1002,5,27.7031
67503,1002,4,41.9391
67557,1002,8,41.7692
67604,1002,6,44.2699
67615,1002,4,33.5796
67647,1002,5,38.0112
67708,1002,3,30.991
67734,1002,6,34.8975
67795,1002,5,41.3182
67804,1002,7,46.6846
67815,1002,8,37.6889
67823,1002,7,44.361
67840,1002,4,24.7799
67843,1002,5,40.1127
67878,1002,5,37.2535
67898,1002,6,22.8974
67967,1002,6,43.5043
67977,1002,4,24.7722
67996,1002,2,28.0733
68113,1002,5,31.5185
68122,1002,5,35.184
68126,1002,4,36.7269
68159,1002,5,32.8739
68171,1002,5,37.0456
68191,1002,4,38.0603
68395,1002,3,35.4098
68402,1002,5,37.1358
68571,1002,6,37.9615
68588,1002,7,40.1859
68596,1002,3,39.7335
68606,1002,4,43.0346
68693,1002,5,38.8826
68707,1002,5,31.7788
68764,1002,4,34.3236
68790,1002,12,49.3059
68825,1002,5,39.5499
68837,1002,4,37.0406
68923,1002,5,32.9539
68937,1002,1,33.953
68954,1002,4,39.6608
69047,1002,8,33.8151
69051,1002,5,41.758
69056,1002,7,28.4546
69178,1002,4,34.2022
69222,1002,5,36.5002
69253,1002,5,38.9176
69386,1002,3,40.0816
69611,1002,3,37.5752
69624,1002,8,36.7841
69636,1002,3,39.2992
69683,1002,5,43.9016
69726,1002,4,35.4112
69858,1002,3,39.3059
69904,1002,4,39.8564
69917,1002,4,42.8901
69964,1002,6,42.5246
70011,1002,4,29.9606
70049,1002,7,44.0505
70210,1002,2,44.3828
70218,1002,4,24.2394
70259,1002,6,30.5618
70272,1002,5,38.6218
70315,1002,5,25.9317
70332,1002,5,48.4852
70361,1002,7,38.4903
70375,1002,6,44.8115
70455,1002,4,43.3748
70490,1002,4,38.3295
70659,1002,5,37.2656
70669,1002,5,45.9753
70676,1002,5,44.8936
70730,1002,7,43.3725
70754,1002,4,32.4854
70769,1002,7,47.1024
70786,1002,4,42.1074
70874,1002,3,17.8482
70891,1002,6,40.9798
70953,1002,7,34.5234
71008,1002,8,38.627
71025,1002,6,40.9053
71043,1002,4,32.6247
71047,1002,4,44.4707
71084,1002,3,34.5207
71125,1002,4,42.5598
71170,1002,7,33.3639
71209,1002,2,23.346
71225,1002,5,35.9427
71256,1002,5,40.2354
71271,1002,7,35.8121
71391,1002,6,39.2896
71575,1002,5,39.9227
71677,1002,5,41.702
71688,1002,6,42.5165
71754,1002,3,29.3836
71805,1002,6,39.6407
71846,1002,7,45.747
71951,1002,4,40.9384
71985,1002,6,32.3307
72140,1002,6,42.5274
72307,1002,3,34.914
72388,1002,5,46.4785
72441,1002,7,41.7292
72505,1002,5,28.3869
72514,1002,4,17.4296
72643,1002,4,42.9698
72647,1002,6,41.2835
72784,1002,8,42.7221
72790,1002,3,46.6842
72832,1002,3,40.4842
72859,1002,3,37.5944
72933,1002,6,43.6504
72945,1002,4,33.0523
72966,1002,3,20.5
73059,1002,4,36.0896
73165,1002,5,38.5484
73288,1002,6,31.8157
73352,1002,6,30.285
73357,1002,3,32.2306
73389,1002,4,35.3335
73461,1002,3,12.2242
73598,1002,5,42.3801
73721,1002,4,35.0203
73729,1002,4,33.4855
73761,1002,4,29.0559
73836,1002,6,35.0243
73846,1002,4,40.4291
73950,1002,3,37.0815
73958,1002,7,32.6938
74059,1002,6,43.0639
74149,1002,10,45.2836
74254,1002,3,39.2119
74275,1002,3,38.1715
74327,1002,5,40.8813
74345,1002,8,40.3827
74482,1002,4,44.2745
74592,1002,3,12.6272
74696,1002,5,26.6703
74814,1002,4,32.4782
74835,1002,6,14.9527
74867,1002,4,35.9669
74892,1002,3,19.92
74951,1002,5,45.9961
74983,1002,7,45.7751
75003,1002,8,50.9163
75037,1002,4,35.3774
75197,1002,6,40.2937
75236,1002,4,22.9436
75257,1002,7,40.4228
75341,1002,3,29.9354
75386,1002,1,19.8862
75402,1002,4,41.3915
75641,1002,4,36.0463
75782,1002,2,32.4735
75844,1002,4,38.0719
75845,1002,5,36.7257
75878,1002,7,44.7215
75922,1002,6,37.5714
76008,1002,4,42.7409
76053,1002,2,35.3599
76065,1002,6,38.8639
76083,1002,3,42.6369
76119,1002,5,37.0718
76169,1002,6,36.6988
76188,1002,5,42.1426
76201,1002,7,39.3003
76234,1002,3,47.5762
76269,1002,5,37.2359
76365,1002,5,31.0247
76555,1002,7,29.2145
76629,1002,6,41.3744
76687,1002,5,19.6264
76711,1002,6,38.8412
76781,1002,4,40.482
76839,1002,7,38.8391
76877,1002,4,39.4776
76879,1002,4,40.6714
76906,1002,4,40.7505
77023,1002,5,34.0037
77025,1002,4,42.0733
77074,1002,5,36.3599
77098,1002,5,36.7435
77101,1002,7,43.0996
77144,1002,3,40.8803
77208,1002,7,37.3059
77235,1002,4,40.8266
77360,1002,5,42.1055
77371,1002,8,35.1891
77388,1002,6,41.0634
77440,1002,8,43.9567
77601,1002,4,39.2021
77653,1002,2,17.8299
77662,1002,6,30.5549
77734,1002,6,32.0009
77744,1002,6,40.0885
77800,1002,5,38.4556
77834,1002,5,30.6205
77993,1002,7,40.3958
78233,1002,5,39.7539
78237,1002,4,41.0596
78300,1002,2,22.1227
78358,1002,7,36.4373
78418,1002,5,45.0251
78501,1002,3,35.6969
78517,1002,3,39.9658
78543,1002,7,42.1234
78566,1002,3,29.0523
78578,1002,7,41.9733
78594,1002,5,37.1487
78597,1002,4,32.4108
78602,1002,5,26.8385
78603,1002,6,36.6098
78655,1002,4,40.5432
78673,1002,5,48.5252
78809,1002,5,20.6146
78851,1002,4,45.3741
78864,1002,7,33.1338
78921,1002,5,36.2954
78936,1002,3,39.3477
78988,1002,6,36.0781
79232,1002,5,40.6315
79387,1002,3,17.5743
79425,1002,4,44.5436
79514,1002,6,37.6393
79561,1002,3,25.7265
79573,1002,5,47.1378
79611,1002,8,48.5312
79862,1002,3,31.8893
79917,1002,6,36.3338
79967,1002,3,34.0641
79975,1002,8,24.051
79975,1002,8,15.6183
79978,1002,5,35.4186
80013,1002,7,37.1786
80101,1002,4,40.0269
80166,1002,4,31.4711
80167,1002,8,38.958
80187,1002,3,40.4901
80205,1002,4,38.0133
80265,1002,4,46.9438
80334,1002,2,28.268
80359,1002,4,34.6171
80397,1002,6,31.5614
80457,1002,2,22.371
80481,1002,5,40.4595
80587,1002,5,28.3775
80589,1002,5,41.2254
80854,1002,8,33.6284
80863,1002,4,40.882
80864,1002,7,30.7683
80878,1002,3,33.5512
80893,1002,3,28.8505
80983,1002,8,42.8019
81008,1002,9,38.1385
81076,1002,9,40.3183
81173,1002,6,39.6963
81208,1002,5,38.4525
81238,1002,1,17.4909
81254,1002,2,33.7599
81256,1002,3,37.7317
81329,1002,3,23.7881
81491,1002,4,34.2256
81492,1002,5,32.8108
81624,1002,5,38.6107
81629,1002,2,31.1958
81759,1002,7,45.9007
81768,1002,4,35.5402
81804,1002,3,31.1609
81810,1002,8,37.049
81814,1002,4,37.1612
81856,1002,4,43.6333
81858,1002,6,42.9329
81891,1002,4,46.3569
81915,1002,4,37.5485
81988,1002,5,41.5966
82029,1002,4,26.5908
82100,1002,5,37.3834
82113,1002,1,12.8438
82350,1002,2,40.3216
82467,1002,4,19.0501
82487,1002,6,39.3895
82516,1002,5,38.6462
82620,1002,3,31.3699
82928,1002,7,41.5258
82983,1002,4,33.4297
83018,1002,4,35.2548
83059,1002,9,43.7406
83093,1002,2,28.9552
83103,1002,5,41.0444
83222,1002,4,25.2155
83223,1002,4,26.5321
83239,1002,7,46.4328
83300,1002,6,25.4698
83441,1002,6,23.8129
83442,1002,4,32.2227
83518,1002,8,33.3567
83539,1002,4,35.8222
83582,1002,4,29.3187
83749,1002,4,38.9869
83771,1002,3,16.7948
83830,1002,7,43.5598
83878,1002,6,39.1184
84016,1002,6,39.3137
84047,1002,7,47.0296
84052,1002,6,41.8534
84086,1002,4,35.0027
84133,1002,6,35.5938
84280,1002,5,38.0705
84294,1002,4,34.075
84327,1002,5,42.7676
84329,1002,5,36.2413
84558,1002,9,30.4902
84603,1002,8,39.3648
84659,1002,5,40.7482
84754,1002,2,38.8411
84843,1002,3,49.507
84941,1002,7,17.1158
85033,1002,1,42.4204
85039,1002,4,41.4871
85171,1002,7,38.9632
85223,1002,3,36.6619
85257,1002,8,40.2574
85368,1002,6,36.5482
85384,1002,4,29.2813
85388,1002,7,28.4895
85536,1002,1,38.4099
85573,1002,7,34.4583
85614,1002,4,22.3169
85615,1002,5,35.3422
85620,1002,5,35.1517
85796,1002,2,31.7713
85843,1002,4,44.4658
85930,1002,5,34.4779
86005,1002,4,12.0785
86021,1002,3,34.7245
86094,1002,3,38.0865
86110,1002,3,37.3766
86116,1002,7,40.8481
86120,1002,6,37.5956
86180,1002,4,20.4552
